115;6996;8;9
155;6567;11;5
181;12385;6;8
143;1051;8;10
132;5717;5;11
126;2149;1;3
72;1406;12;2
152;5804;8;0
200;15560;11;3
177;16652;10;9
162;9916;3;8
171;11575;1;8
127;2648;8;2
79;12162;2;4
66;6597;0;2
200;15888;1;9
142;12592;8;1
179;7858;1;11
110;8745;7;6
50;13471;1;10
160;2343;6;4
181;5633;8;7
71;15182;0;7
182;16451;11;0
165;15052;11;8
106;12917;6;11
70;15287;0;7
100;8118;2;8
80;13000;4;5
94;2501;11;10
136;7692;1;2
111;15974;1;4
122;16251;5;10
89;2065;5;2
80;3279;10;6
77;10931;9;5
124;1186;10;2
159;4391;10;7
171;1610;12;0
122;6880;12;1
177;4048;11;7
172;15207;8;1
130;11104;8;7
85;13965;11;4
198;5718;12;7
121;11677;4;3
82;4885;12;7
106;12892;8;7
93;15708;7;6
194;15145;4;1
159;13371;2;10
184;16107;11;9
145;1341;4;2
93;7964;7;9
153;3370;5;0
74;4586;10;8
110;12627;5;4
94;16615;1;6
178;952;10;8
119;4281;10;3
169;12153;3;0
98;16274;10;12
110;16681;0;10
174;10528;5;11
141;4117;6;12
121;2468;12;7
63;2758;12;0
53;9352;9;8
158;15818;12;9
195;4673;4;12
102;9747;11;0
83;9683;8;11
124;11332;10;3
98;12983;6;3
161;7207;3;4
186;9107;6;11
147;5554;0;12
87;10332;7;10
179;7359;0;9
137;6142;3;2
179;15055;12;7
181;4581;3;6
151;3231;2;8
56;12791;3;8
139;7570;1;8
184;1312;5;3
131;14460;3;12
166;1757;4;8
200;11157;9;2
167;8070;12;6
170;2823;8;12
144;15840;11;1
156;1813;0;5
65;15966;0;4
90;13955;12;6
145;4124;7;8
77;7272;5;9
114;3115;2;4
78;15680;10;11
72;12245;1;2
88;8007;1;2
130;16444;3;5
134;16794;1;3
124;1596;12;7
173;1265;4;2
92;11013;10;0
192;9022;10;11
195;13323;1;4
63;1043;1;5
198;1642;12;11
145;9168;9;2
82;5569;12;9
170;7639;4;11
159;16856;2;10
181;14280;5;7
108;7863;6;11
75;3090;1;10
75;7814;12;8
174;9183;4;5
105;13774;12;0
125;1127;8;6
60;4810;1;0
70;6334;7;2
93;13118;4;11
76;2269;0;1
90;10571;8;3
59;10437;0;8
122;12922;3;2
99;8295;9;3
69;10056;9;0
146;167;3;1
53;380;6;11
109;15640;12;0
114;10891;11;2
169;4711;4;5
62;6757;6;9
77;13471;3;8
188;10664;3;4
65;7925;1;6
104;12600;3;4
180;15386;6;9
56;16994;4;3
100;4761;1;12
67;14214;1;4
115;15773;9;0
127;9478;8;11
180;179;2;1
193;15362;8;5
185;8781;9;0
155;12027;3;8
60;132;7;0
133;10370;11;2
186;14449;2;7
193;11717;3;5
129;5440;3;7
169;9906;5;6
131;15149;8;11
125;10218;4;2
171;553;9;3
119;12254;2;10
61;16494;9;1
145;5466;8;0
141;6673;0;5
103;15378;0;12
160;997;12;7
126;4865;9;0
80;16284;5;11
156;14401;0;10
75;2368;9;10
154;10311;9;1
84;1073;6;3
197;2702;11;6
80;13490;9;7
147;2190;12;7
176;13671;9;10
79;8944;3;7
193;3614;3;4
140;14776;11;4
74;2347;8;0
86;5167;10;1
92;8704;7;6
100;4558;8;3
72;12138;11;3
94;2671;5;10
147;11022;2;4
51;7034;11;7
163;6499;3;7
146;15904;6;4
63;15120;10;1
137;11282;11;12
103;15813;12;5
178;16778;10;12
76;5306;5;6
73;4723;6;12
200;9522;9;0
198;13546;11;3
80;12958;10;5
167;3979;4;11
175;8239;5;4
147;14868;0;11
112;4139;1;7
103;11690;2;0
111;16599;2;3
144;5545;0;5
74;1232;5;7
154;11163;10;6
83;16273;7;6
99;8604;9;5
65;3982;9;4
178;8579;1;11
158;6888;12;2
109;10246;5;1
56;14798;4;0
162;16286;8;12
163;4990;7;2
112;4172;2;0
50;11274;2;9
197;7692;4;8
184;4940;11;9
189;202;1;6
68;8860;11;7
118;14233;5;1
145;14287;11;6
94;2513;8;5
147;16297;9;12
71;524;10;3
76;5801;4;9
196;13039;5;6
55;8258;0;3
112;4945;1;3
164;10649;4;9
96;4499;6;2
109;15710;1;2
174;20;6;9
86;15861;12;3
189;787;4;7
61;11947;5;10
78;13141;3;4
140;4555;9;0
180;14262;3;0
177;3682;10;4
183;15675;3;9
200;6728;3;0
121;4986;5;2
124;15005;1;7
192;13404;4;12
74;150;1;11
132;16732;10;8
108;9263;4;8
154;4517;10;0
179;11787;6;5
189;3549;5;1
93;8113;12;2
137;6912;7;12
94;6442;8;12
93;14651;0;4
189;5590;0;10
92;180;5;1
199;6040;6;7
197;12128;1;0
114;1296;7;11
50;7347;0;7
66;470;5;10
161;1536;11;12
89;1089;5;12
114;2825;10;12
104;3619;8;2
119;14132;6;8
154;7588;12;1
62;1627;6;8
134;5138;12;0
181;8617;5;4
158;1011;6;2
70;1386;1;10
181;12866;12;10
160;14045;6;1
75;3908;4;7
58;8193;4;11
190;10807;7;12
161;6641;8;5
83;5050;0;5
96;6317;4;9
81;7695;7;12
103;10020;5;2
55;11303;7;6
142;2013;8;9
89;10142;6;7
72;10905;1;12
160;12072;6;10
139;247;9;8
148;10887;8;7
197;2968;2;6
55;3159;11;2
173;13932;7;2
112;14675;1;0
139;3883;9;3
87;5186;9;6
129;13623;8;7
195;11848;6;9
96;8799;7;0
103;13383;5;1
144;4383;2;3
150;1471;4;1
175;11433;11;4
107;16090;1;11
82;4730;10;1
164;8954;11;12
115;1563;0;4
81;2959;9;4
50;12984;1;7
129;2608;11;10
148;5441;10;3
156;16895;8;6
174;4328;1;8
161;2046;1;6
163;5579;7;6
177;11040;7;5
192;15076;4;10
72;11367;3;5
158;8921;7;6
143;16190;8;7
103;3329;12;2
150;7179;10;2
157;4537;9;3
171;15249;0;9
89;6158;12;11
71;7192;10;4
179;8199;5;7
120;2995;3;8
156;4632;11;2
182;10050;7;6
151;10068;10;7
132;7280;5;10
74;4381;10;6
141;10824;10;0
102;16173;5;4
176;2491;8;9
183;10753;10;12
99;5201;4;6
146;13094;1;11
192;2280;7;12
155;10289;6;2
168;15120;8;9
191;1949;6;10
77;6042;1;5
135;8055;9;6
86;7895;8;7
112;2737;1;4
66;51;10;0
184;5373;11;4
149;7751;7;12
87;9124;0;11
180;4058;5;1
126;9935;7;10
150;11865;10;1
135;1566;9;7
93;5480;12;11
50;12697;3;9
151;6257;2;4
185;2415;3;5
170;2616;3;4
113;12413;1;3
122;5750;2;7
195;4288;1;11
67;13276;8;7
71;11388;9;0
72;10453;5;9
123;591;1;8
153;15256;4;9
94;5294;11;3
115;6783;8;3
118;16486;8;9
158;11690;8;11
193;5290;8;7
103;3104;3;9
142;5427;5;0
132;9617;10;9
78;10299;6;10
56;15512;2;7
50;14130;2;5
117;11658;4;10
115;15422;3;6
153;12835;8;3
84;11746;2;9
134;16182;0;8
200;3073;4;8
71;2974;2;4
120;5286;10;7
82;12042;2;3
66;16723;3;10
166;2081;4;2
129;3970;9;8
126;12393;3;5
159;6357;3;6
191;7327;7;4
114;16280;3;8
115;783;10;6
124;3422;0;2
59;6043;3;9
175;13346;0;10
85;14983;12;0
80;278;4;0
132;6807;10;7
129;6286;9;8
100;7342;4;1
108;6005;8;2
181;6549;9;3
193;3122;6;4
152;13814;5;10
52;4721;2;3
54;16291;1;7
77;10168;8;0
147;1212;1;7
68;3681;2;4
54;1473;6;1
61;12315;0;5
146;12863;12;2
179;7433;8;6
188;6083;11;2
181;6968;4;9
176;4515;2;12
107;9249;10;2
80;8318;8;10
99;14321;9;5
114;8853;12;9
175;2529;11;9
79;1975;6;0
92;8130;10;3
117;2536;4;5
130;13302;11;4
102;15399;12;3
82;16954;2;7
133;10141;8;5
89;14731;1;11
179;2863;10;11
81;12229;0;4
152;7794;10;1
103;10654;5;12
147;10854;9;8
193;8238;0;3
70;5238;2;4
165;3755;9;6
174;16304;0;7
59;10081;3;6
104;9619;12;10
148;12241;5;4
179;11427;6;5
159;15048;10;9
162;3712;5;0
62;6291;4;5
161;15745;0;3
114;13701;6;2
191;2713;3;5
128;292;8;0
151;11852;9;5
132;4227;12;10
198;10646;12;9
111;5675;10;0
72;2524;5;6
149;15874;3;0
85;9904;12;8
59;6263;1;0
83;16771;0;11
128;183;4;12
67;16203;11;2
150;12390;12;5
57;14235;6;2
164;12412;9;2
93;13793;1;6
113;9362;7;3
110;3552;12;2
95;12487;7;3
120;4414;12;1
85;8590;5;10
91;7386;9;1
70;2903;0;9
111;10426;3;8
64;9731;10;4
79;12903;7;5
195;12580;4;0
116;5351;5;8
112;5703;8;6
198;9909;0;12
52;7488;2;10
179;3303;9;0
87;14105;1;12
77;8657;3;9
153;11620;12;0
153;11374;0;8
141;14492;4;9
97;8520;4;11
144;15211;5;3
146;15522;1;0
114;2580;10;9
102;905;0;4
59;8933;8;10
124;15239;5;0
51;3072;5;2
62;10787;4;9
160;631;2;12
195;8535;9;3
89;4345;9;7
198;8022;1;11
127;5524;2;1
170;6711;9;11
152;13209;6;1
71;13380;7;3
115;8314;0;7
107;12942;6;4
150;14316;12;1
124;5200;6;8
127;5790;8;1
139;11523;2;12
127;15635;2;3
195;16161;6;10
124;11328;3;0
63;7804;6;4
172;9207;4;5
190;6766;9;3
156;3536;7;9
109;6030;3;5
146;10976;5;2
131;9431;9;11
59;4108;11;5
67;10089;8;4
178;2297;5;7
146;9572;12;7
97;8682;11;12
125;472;7;9
111;8606;7;4
141;829;2;10
196;7719;7;1
54;4170;6;5
139;3169;6;9
98;15109;12;3
104;9191;1;7
98;12341;9;3
189;14774;3;1
181;13480;5;3
71;13034;4;8
91;10971;12;10
183;10178;7;4
119;3795;10;1
80;9220;3;1
89;10575;9;8
119;6575;1;3
143;4920;4;2
93;756;11;1
59;3542;11;7
73;3099;9;3
185;8652;1;3
55;78;10;1
75;12226;10;9
82;6967;6;7
144;936;9;5
89;12152;7;8
79;5521;10;7
140;10834;1;11
177;1727;0;2
89;9307;10;0
178;10205;6;0
71;9837;1;5
146;11436;3;2
186;10917;11;10
175;7385;2;7
178;12990;7;12
129;479;2;11
133;15446;2;5
168;13255;4;7
166;1396;10;5
58;5496;0;7
138;16797;5;7
190;2800;12;8
75;2623;1;11
141;4609;11;9
191;2476;5;11
123;16376;2;7
121;3757;10;12
180;14890;1;8
74;7601;4;3
74;10658;1;8
81;16013;11;10
156;9201;6;7
176;782;4;3
93;12387;10;7
102;9413;12;7
187;5254;4;0
67;11632;4;6
53;7374;5;11
123;7408;4;0
85;765;3;7
184;16855;2;7
130;1143;7;12
151;8114;4;8
114;6162;10;7
62;12070;12;6
128;2283;3;10
167;13367;0;6
69;10307;8;0
164;16978;6;9
173;1688;1;10
114;13603;9;8
80;7023;10;5
144;16442;4;5
133;16279;7;3
114;7869;10;3
52;15025;2;12
183;11978;9;7
140;3960;3;6
116;5042;9;11
123;12229;2;11
79;10359;6;3
109;1240;2;11
90;4994;2;11
152;16286;5;8
170;14555;1;7
148;6328;6;8
57;6748;8;10
95;2138;7;11
95;8805;4;12
155;9714;12;9
180;13123;6;11
59;184;2;6
151;13827;6;11
144;13822;0;10
62;6660;7;8
115;5726;10;5
138;9940;11;0
125;13498;11;12
57;14552;12;2
95;2120;5;0
176;10723;10;2
192;6677;11;12
183;1828;7;6
177;10898;6;0
191;10629;12;0
55;7447;5;12
75;985;0;9
190;8216;1;2
54;10396;7;12
75;3051;5;3
109;15438;6;4
107;2751;1;3
106;4989;4;5
163;5316;5;1
72;7409;7;2
62;5371;11;8
189;4040;4;7
89;13279;8;11
163;13420;7;4
112;8119;6;11
86;7639;0;12
101;1331;3;10
182;2819;8;9
172;14653;0;1
149;11576;5;12
92;15641;0;9
168;11414;4;6
123;3678;4;0
86;5613;8;9
85;2604;12;1
150;5815;4;11
141;15409;6;8
146;10312;1;0
162;10847;4;5
144;1286;11;8
66;2333;2;12
154;6654;9;5
75;15626;5;11
159;536;10;12
177;5698;12;3
79;789;8;5
59;15697;0;10
93;16024;10;11
135;9549;10;5
170;11632;1;12
111;750;10;4
56;14693;4;3
141;4023;2;3
71;9740;0;12
148;2374;4;11
178;229;5;11
144;11991;6;5
151;8140;6;11
192;581;7;12
115;6878;0;10
82;5942;11;7
77;12870;8;6
170;3111;8;4
186;6859;12;7
112;13549;11;4
185;8408;3;6
77;15845;3;11
166;6114;2;4
114;4594;5;9
183;3702;5;10
171;14981;3;4
184;889;10;6
93;16182;11;6
68;8108;12;5
93;7461;11;4
53;6416;8;10
89;7307;3;9
143;10841;8;7
94;10439;2;10
142;5368;0;9
125;848;0;3
96;3006;12;9
103;7301;6;0
106;11048;7;4
65;6326;11;8
174;503;3;10
136;8063;12;0
162;11502;0;11
82;6663;11;9
65;14770;1;11
91;15014;12;4
109;8696;0;5
153;7292;6;2
139;11362;1;10
140;12270;1;10
155;13439;8;10
116;2588;10;5
137;7653;3;1
192;6435;5;4
179;16177;12;11
157;13464;6;9
82;13700;2;9
179;1101;0;1
86;2080;7;2
167;12410;7;12
185;10275;10;0
157;8654;4;5
172;10827;2;8
54;4478;3;7
159;13748;2;5
119;5363;9;7
76;15976;1;12
150;16340;5;8
170;6843;3;6
60;9983;6;4
81;14578;7;3
138;10867;7;8
187;3337;12;11
198;1571;6;4
127;5658;5;8
125;4758;2;9
99;3025;12;10
61;8388;9;0
109;845;6;11
140;138;10;3
176;9907;7;2
84;8673;3;5
69;545;6;7
89;16149;11;0
130;2391;5;1
76;4685;8;0
69;2926;12;3
139;8798;5;12
154;10654;3;0
194;6603;0;10
80;11151;9;6
196;4260;10;3
134;4623;9;11
175;6757;12;7
113;1321;4;6
173;14593;8;9
61;6242;3;5
125;1849;2;0
81;15369;8;9
65;13723;12;10
163;5326;4;6
100;15862;12;6
146;3761;6;7
51;16742;5;2
127;6450;8;0
61;7328;8;9
64;6400;5;12
64;2608;8;4
153;14918;1;11
112;8839;8;12
127;15319;10;2
70;7884;12;10
184;8366;3;9
133;14795;2;8
105;8714;9;0
132;16475;2;1
123;3507;5;2
162;3692;2;0
186;11840;7;0
89;7025;0;9
143;10634;8;2
128;829;7;8
170;10694;7;9
79;15417;4;3
157;949;5;12
79;7304;9;12
162;5081;3;1
189;1588;4;2
70;1490;6;10
130;6887;12;3
137;11923;9;5
163;4720;0;5
81;12479;11;0
193;2169;9;2
133;2779;3;1
52;6825;4;3
79;16404;8;9
146;10997;3;10
91;11448;4;12
174;2874;5;1
190;7702;8;5
140;5078;7;11
119;1915;2;10
183;10960;12;7
84;10021;0;6
197;5740;12;4
57;12798;4;8
59;7206;7;8
200;6079;6;8
94;792;9;4
116;15827;2;5
116;12729;3;5
74;12506;0;10
119;6758;11;8
185;8001;1;12
90;3014;3;8
149;3044;12;7
102;8890;11;12
149;14140;3;6
113;13078;4;7
135;6259;8;0
198;4481;5;12
71;14116;12;5
147;7634;10;8
124;12376;8;4
142;13029;2;7
83;14657;2;9
113;8254;5;2
164;11383;11;0
198;10427;8;11
195;1955;3;8
180;12388;3;6
69;16321;5;11
166;5333;2;7
68;4589;2;12
57;16011;12;1
57;4210;2;4
105;13145;4;0
194;5407;0;10
158;2215;10;8
122;8546;1;2
148;15576;11;6
73;4354;7;8
125;8547;6;3
76;8845;1;0
139;191;4;2
114;13310;11;12
50;12793;4;7
164;5175;10;2
109;13255;6;0
173;10974;0;4
184;2215;6;11
155;6707;2;1
183;12384;11;0
152;12195;6;3
102;7870;9;2
61;4306;0;9
169;92;5;11
152;905;2;12
147;7108;3;12
152;8156;3;11
133;2634;11;10
100;13574;3;4
181;1892;10;4
76;16826;9;5
67;13348;7;8
126;5711;9;7
76;13523;2;12
194;7917;11;6
54;13811;1;7
101;1799;2;12
53;16436;8;3
194;4583;5;6
157;11417;6;8
150;3039;7;10
140;15285;10;11
164;577;9;0
51;15249;2;12
100;2217;0;2
73;10460;2;1
129;14997;3;8
73;13068;4;9
176;4082;1;10
51;6181;6;3
58;1034;7;6
110;2321;12;6
186;6142;5;3
60;14754;12;0
97;9057;7;3
196;1914;3;12
107;15769;2;8
154;8295;4;5
122;6333;1;5
57;16259;3;2
140;3449;8;9
122;13304;10;11
82;5735;12;4
129;14724;2;9
64;6566;12;6
135;9109;12;3
196;3562;7;6
109;6508;12;1
182;12304;9;7
55;11922;3;8
150;5202;3;7
110;2987;3;12
166;7138;2;7
104;242;5;6
97;2904;7;5
73;9847;5;11
163;2280;6;9
90;2235;8;11
157;2817;2;8
73;15949;11;1
160;11855;6;12
174;8487;4;9
191;14275;3;11
105;3327;4;0
177;10715;6;10
135;5523;0;10
165;4813;6;11
93;16541;10;11
129;609;4;12
126;13454;6;12
119;13070;0;12
55;6603;5;9
147;15655;6;8
78;1386;11;6
125;1154;4;2
185;12209;6;4
63;5725;9;3
166;4698;8;6
69;9590;10;6
167;8686;6;2
153;12774;2;1
142;15506;3;4
86;9464;9;1
119;2942;7;11
114;839;9;2
172;14694;3;6
118;8534;4;11
125;1029;4;5
141;9140;0;2
133;3574;2;7
187;10892;4;1
118;16174;9;6
62;13943;5;4
169;15112;3;7
180;7065;0;2
57;11710;5;4
118;859;12;5
130;2028;3;12
91;4327;0;9
55;12381;7;2
177;2559;4;10
76;7664;9;3
184;15043;5;6
182;13725;11;8
197;4944;1;6
149;3487;8;4
80;7270;4;7
66;13809;9;8
57;14001;4;12
63;4044;2;7
75;104;7;10
65;2766;9;5
158;10382;7;6
84;13093;9;0
90;12434;8;1
62;10311;11;5
138;6144;11;3
78;15424;0;9
132;12610;10;6
194;2970;0;9
151;16914;6;4
131;13207;1;12
52;10974;2;4
111;11192;5;6
178;14456;9;10
54;13614;6;3
165;7398;0;9
77;9204;8;1
58;10308;6;12
58;6263;8;9
163;4395;10;4
168;5115;10;2
124;7752;5;10
72;3188;9;4
141;10330;2;6
156;2984;8;4
59;2046;4;6
78;13616;10;0
196;6414;3;8
54;10205;7;6
128;11324;12;2
62;16633;12;9
64;2639;3;2
123;2485;3;8
84;5948;1;12
127;8092;2;8
51;10858;8;4
123;15670;8;7
161;5044;9;6
149;8883;12;6
151;8003;12;8
162;3819;11;7
187;16063;0;9
52;6650;12;10
141;8961;10;0
119;10581;1;4
62;9269;9;3
169;11743;4;2
69;2961;9;3
130;8339;4;6
119;3730;4;7
68;7677;11;5
70;11195;6;2
169;8370;7;0
172;10435;0;1
76;14317;11;12
93;13240;0;6
84;10212;10;3
144;9866;9;2
122;13051;4;9
150;11069;2;10
124;788;7;5
123;4481;9;5
52;13322;12;5
191;3431;8;9
127;7775;10;9
100;15558;8;2
111;10380;5;3
88;14940;6;11
52;12886;10;12
85;14246;5;0
196;9005;5;3
127;3920;8;4
97;12090;3;0
144;4259;9;2
93;15658;4;2
155;1101;7;2
148;13451;2;8
91;5930;10;2
153;7362;0;9
80;932;10;4
109;8066;2;12
144;8203;12;1
96;15275;7;3
116;8442;0;6
129;1635;0;3
158;11420;6;11
147;1951;9;3
78;10178;6;12
100;9814;3;12
58;2899;12;11
146;2817;4;1
126;7656;3;4
151;16565;7;0
63;7728;3;1
101;16804;7;4
163;11328;10;6
80;1819;1;5
147;5379;3;11
193;721;6;12
179;10163;7;9
140;6934;0;11
140;12008;4;9
55;6851;0;7
161;2231;2;8
187;6631;5;3
171;14602;7;10
121;16457;6;3
140;8752;7;8
104;1818;0;4
167;1531;7;0
88;14887;1;8
137;15295;12;1
66;607;7;10
181;13556;3;4
134;6562;12;11
200;2174;6;3
124;12505;6;5
169;7414;1;6
146;16496;6;10
91;5344;4;5
76;3702;2;11
53;10555;12;7
163;2887;9;4
122;639;8;0
68;8398;12;6
62;3696;0;6
194;9543;7;11
75;2342;10;1
75;5148;8;5
79;1745;12;9
195;12631;12;6
67;15442;5;3
192;13004;1;3
130;10312;12;0
56;4860;12;7
186;15041;12;8
98;5570;6;3
102;16085;12;8
185;8890;1;7
52;336;1;6
117;3550;2;5
109;2458;3;8
90;2177;5;4
53;72;0;8
175;12669;5;11
144;14794;8;10
153;946;11;6
50;4374;4;10
84;6083;6;3
196;13248;6;0
92;14901;0;4
185;15118;7;0
85;9302;9;2
111;13465;10;3
132;8971;8;3
171;2183;12;4
198;13048;11;9
155;16946;3;6
103;9299;3;1
58;11400;6;9
197;12234;12;1
73;2362;7;5
128;15832;9;11
169;13852;7;12
64;12165;3;1
158;14257;0;1
91;711;12;3
116;11078;10;0
155;12551;6;5
196;9263;4;10
103;16717;6;5
61;5585;3;4
62;8590;11;2
158;9636;1;2
55;4248;1;5
200;9769;1;0
56;3547;5;4
60;15492;10;4
167;5750;2;8
88;12151;12;1
103;8873;10;6
132;10617;1;11
125;628;0;2
80;9748;2;4
141;11538;1;0
81;15356;4;3
76;14907;8;12
79;15130;7;0
71;9161;8;11
198;13486;12;10
120;2186;3;0
196;5329;1;4
62;8792;5;10
115;3866;11;12
70;13014;2;5
124;14753;10;0
70;8022;2;8
112;7207;7;0
142;14265;6;7
129;11438;5;7
72;14453;10;3
142;15695;1;3
128;9130;3;8
92;16463;6;8
108;10762;6;10
68;614;2;9
163;13907;12;5
67;1020;3;2
154;8352;11;10
157;7773;7;11
117;14221;2;8
176;6635;4;10
124;6052;9;1
164;10239;1;2
57;16640;10;9
63;2883;10;11
90;2907;5;10
62;16124;11;2
51;16586;6;8
108;9323;3;10
56;6799;7;11
91;9325;7;1
91;3602;6;2
79;9003;11;12
62;2121;8;10
162;7365;4;3
174;16804;0;1
52;5499;11;6
198;992;6;0
173;15153;3;7
52;14433;11;7
123;2475;1;0
190;13656;1;8
66;1708;6;0
135;7605;4;0
171;4661;4;1
156;9485;9;1
113;11251;2;5
142;14941;2;0
55;3481;5;10
153;4664;2;1
193;6880;1;8
191;1471;7;5
180;15830;5;3
168;8544;12;4
110;1267;5;0
168;15953;0;8
67;11079;8;6
182;2279;3;2
122;2301;9;2
131;6325;12;9
51;6493;0;6
180;10614;11;3
170;2442;5;6
140;12364;6;2
181;15530;11;12
156;3149;3;8
74;9437;3;4
186;5319;5;6
100;7750;3;10
107;2476;5;4
195;6207;9;11
81;5344;1;11
163;4811;9;0
143;629;10;8
195;5882;8;5
72;14920;0;4
171;16602;5;6
175;16525;8;9
181;5410;10;9
190;10762;4;1
61;5617;12;1
173;3620;7;4
80;1327;7;12
79;10261;0;12
166;4756;12;4
178;13440;5;11
99;14966;11;3
110;934;9;2
172;4902;12;7
185;14053;9;12
136;13242;7;12
101;9992;8;3
56;2112;1;7
112;14894;3;6
61;13311;11;7
161;10653;8;4
187;12867;11;7
98;7720;7;9
160;14925;11;9
54;12869;3;6
119;13269;7;8
184;20;3;6
137;7860;4;9
138;3088;1;6
130;3660;10;0
115;16511;1;2
88;10976;11;8
137;2414;9;12
